Customer_ID,Join_Date,Tenure_Months,Churn_Flag,Churn_Date,Customer_Segment,Region,Contract_Type,Payment_Method,Monthly_Charges,Usage_Score,Support_Tickets,Satisfaction_Score
CUST01490,2021-04-12,24,No,,Retail,West,Monthly,Credit Card,1005.88,5,4,3
CUST01491,2023-02-18,43,No,,Retail,West,Monthly,Debit Card,592.04,25,0,2
CUST01492,2021-08-02,10,No,,Retail,West,Quarterly,Credit Card,505.36,64,0,5
CUST01493,2024-01-17,31,Yes,2025-09-02,SME,South,Quarterly,Credit Card,541.5,27,7,5
CUST01494,2022-02-05,45,Yes,2022-06-02,SME,North,Monthly,Credit Card,588.48,41,0,2
CUST01495,2022-08-11,20,Yes,2024-11-23,Retail,East,Quarterly,Credit Card,572.07,22,2,2
CUST01496,2023-06-08,16,No,,SME,South,Monthly,UPI,883.1,27,1,4
CUST01497,2023-12-06,14,No,,SME,North,Monthly,Credit Card,320.5,52,1,5
CUST01498,2022-08-15,3,No,,Corporate,East,Annual,Debit Card,604.1,92,1,2
CUST01499,2024-01-15,30,No,,Retail,East,Quarterly,Debit Card,1018.5,41,1,1
CUST01500,2021-04-02,18,No,,Corporate,West,Monthly,Credit Card,653.2,17,1,5
CUST01501,2022-11-04,6,No,,Retail,West,Annual,Debit Card,952.09,56,1,1
CUST01502,2022-12-15,20,No,,Corporate,South,Annual,UPI,438.44,26,3,4
CUST01503,2023-07-25,35,No,,Corporate,North,Monthly,Debit Card,337.25,38,1,2
CUST01504,2021-08-30,19,No,,Retail,East,Monthly,UPI,1027.7,65,2,2
CUST01505,2021-01-02,26,No,,Corporate,South,Annual,UPI,754.56,29,3,4
CUST01506,2021-08-13,35,No,,Corporate,South,Annual,Debit Card,863.0,39,2,1
CUST01507,2023-03-12,12,No,,Retail,South,Monthly,UPI,520.87,40,1,4
CUST01508,2022-08-12,8,No,,SME,South,Monthly,Credit Card,632.56,80,2,1
CUST01509,2021-04-26,37,No,,Corporate,East,Quarterly,UPI,899.77,34,3,2
CUST01510,2023-07-07,10,No,,Retail,North,Annual,Debit Card,394.79,73,0,3
CUST01511,2024-02-01,21,No,,Corporate,South,Monthly,Debit Card,718.24,81,4,3
CUST01512,2021-07-13,41,No,,Retail,West,Quarterly,Debit Card,918.56,63,3,1
CUST01513,2024-04-04,45,No,,SME,East,Monthly,UPI,578.74,88,1,3
CUST01514,2023-05-21,42,No,,Retail,East,Monthly,Credit Card,875.95,71,1,1
CUST01515,2021-03-31,29,Yes,2023-01-04,SME,West,Quarterly,Debit Card,517.15,58,2,5
CUST01516,2021-05-02,31,Yes,2022-10-02,Retail,West,Annual,Credit Card,789.02,61,1,4
CUST01517,2021-05-23,40,No,,Retail,East,Quarterly,Credit Card,516.54,94,1,5
CUST01518,2023-09-21,7,No,,SME,West,Quarterly,UPI,272.3,52,2,3
CUST01519,2021-04-16,34,No,,SME,North,Quarterly,UPI,916.35,8,7,1
CUST01520,2023-06-06,34,Yes,2024-06-17,Corporate,North,Monthly,UPI,775.51,37,2,4
CUST01521,2022-03-04,30,No,,Corporate,North,Quarterly,Debit Card,786.58,59,0,1
CUST01522,2021-11-13,4,No,,Retail,North,Monthly,UPI,804.82,51,1,3
CUST01523,2022-09-27,41,No,,Corporate,North,Quarterly,UPI,803.16,26,2,3
CUST01524,2021-01-09,30,No,,SME,West,Quarterly,Credit Card,688.96,31,0,1
CUST01525,2023-02-13,25,No,,SME,West,Monthly,Credit Card,613.73,26,1,3
CUST01526,2024-01-02,14,No,,Retail,South,Quarterly,UPI,516.4,92,2,5
CUST01527,2021-08-11,24,Yes,2022-01-27,Retail,North,Annual,Credit Card,1093.9,21,3,4
CUST01528,2022-07-07,43,No,,Retail,West,Monthly,Debit Card,491.96,96,3,2
CUST01529,2022-12-17,31,Yes,2025-05-27,Corporate,South,Annual,Credit Card,444.93,91,1,1
CUST01530,2024-01-13,39,No,,Retail,South,Quarterly,Credit Card,663.97,35,1,1
CUST01531,2021-04-21,28,No,,Retail,West,Quarterly,Credit Card,670.12,65,2,3
CUST01532,2021-09-08,25,Yes,2022-05-25,Retail,East,Quarterly,Debit Card,823.31,36,1,1
CUST01533,2022-01-18,19,No,,Retail,West,Monthly,Debit Card,468.19,45,0,3
CUST01534,2021-01-07,4,No,,SME,South,Monthly,Debit Card,876.47,86,1,4
CUST01535,2022-04-04,34,Yes,2023-04-16,Retail,West,Quarterly,UPI,479.17,92,1,2
CUST01536,2024-01-13,32,No,,Corporate,South,Monthly,Credit Card,250.0,77,3,5
CUST01537,2021-07-27,25,No,,SME,North,Quarterly,Debit Card,949.47,87,3,3
CUST01538,2023-06-19,22,No,,Retail,North,Annual,Credit Card,532.38,22,3,4
CUST01539,2021-01-22,28,Yes,2022-10-11,Retail,North,Monthly,Debit Card,666.87,36,0,5
CUST01540,2022-02-14,18,No,,SME,West,Quarterly,Debit Card,829.04,98,1,1
CUST01541,2023-06-14,7,No,,Retail,North,Monthly,Debit Card,777.48,25,1,4
CUST01542,2022-05-30,11,No,,Retail,North,Quarterly,Credit Card,346.77,92,1,3
CUST01543,2024-02-25,42,No,,SME,South,Annual,Credit Card,250.0,16,2,2
CUST01544,2023-03-20,11,No,,Retail,East,Monthly,UPI,612.72,10,0,1
CUST01545,2023-05-24,9,No,,SME,West,Monthly,UPI,1105.13,92,1,1
CUST01546,2021-01-14,35,No,,Retail,North,Quarterly,Credit Card,484.74,43,1,4
CUST01547,2023-08-29,37,No,,Retail,West,Monthly,Debit Card,553.51,67,1,2
CUST01548,2023-09-05,23,No,,SME,North,Monthly,UPI,963.05,43,0,1
CUST01549,2023-10-11,33,No,,SME,West,Quarterly,Debit Card,676.91,51,1,5
CUST01550,2023-11-02,1,No,,SME,North,Monthly,UPI,953.46,66,0,1
CUST01551,2021-03-28,20,No,,Retail,South,Quarterly,Debit Card,908.37,15,2,2
CUST01552,2023-06-28,5,Yes,2024-04-15,Corporate,South,Monthly,UPI,805.44,85,1,1
CUST01553,2021-05-02,29,No,,SME,East,Annual,Credit Card,553.72,74,3,5
CUST01554,2024-03-16,26,No,,SME,North,Quarterly,Debit Card,478.96,43,1,3
CUST01555,2023-01-20,38,Yes,2024-01-08,Retail,South,Quarterly,UPI,571.54,79,3,2
CUST01556,2022-11-16,3,Yes,2024-10-14,Corporate,North,Quarterly,Credit Card,386.33,74,0,5
CUST01557,2021-11-05,21,No,,Corporate,South,Quarterly,UPI,516.87,56,0,2
CUST01558,2022-11-26,13,No,,SME,South,Monthly,Credit Card,418.18,93,4,2
CUST01559,2021-10-15,31,No,,Retail,North,Annual,UPI,696.92,99,4,3
CUST01560,2021-11-03,17,Yes,2022-12-18,Retail,South,Quarterly,Debit Card,706.15,49,0,3
CUST01561,2023-07-03,35,No,,SME,West,Annual,UPI,570.91,85,2,3
CUST01562,2022-10-24,23,Yes,2023-03-22,Corporate,West,Quarterly,UPI,710.62,44,2,5
CUST01563,2022-07-03,3,Yes,2023-05-29,Retail,North,Monthly,Debit Card,515.2,98,1,4
CUST01564,2021-11-08,45,Yes,2023-01-05,SME,East,Monthly,UPI,947.17,85,0,1
CUST01565,2023-05-23,2,No,,Retail,West,Monthly,Credit Card,688.93,63,3,3
CUST01566,2023-12-19,3,No,,Retail,North,Monthly,UPI,514.21,84,3,4
CUST01567,2023-07-13,20,Yes,2025-05-16,Retail,North,Monthly,Credit Card,410.05,33,1,3
CUST01568,2023-01-25,44,Yes,2025-04-25,Retail,East,Quarterly,Credit Card,776.29,64,0,4
CUST01569,2021-02-04,9,No,,SME,East,Monthly,Debit Card,819.61,27,3,3
CUST01570,2022-03-21,4,No,,Retail,West,Annual,UPI,762.2,48,1,4
CUST01571,2021-04-03,25,No,,Retail,West,Quarterly,Debit Card,845.05,92,1,4
CUST01572,2021-12-19,1,No,,Retail,North,Monthly,Credit Card,641.86,81,1,1
CUST01573,2023-06-22,39,No,,Corporate,West,Annual,Debit Card,792.13,24,2,3
CUST01574,2023-05-12,12,No,,Retail,West,Monthly,Credit Card,653.08,52,1,3
CUST01575,2021-06-08,40,No,,Corporate,West,Quarterly,Credit Card,444.48,56,2,4
CUST01576,2023-08-15,40,No,,SME,South,Monthly,Debit Card,409.87,40,1,3
CUST01577,2021-01-24,24,No,,Retail,North,Quarterly,UPI,415.89,7,2,4
CUST01578,2022-02-08,9,No,,Corporate,East,Quarterly,UPI,250.0,93,1,3
CUST01579,2023-03-16,46,Yes,2023-07-08,SME,West,Annual,UPI,306.3,11,2,4
CUST01580,2022-05-31,20,No,,Retail,North,Monthly,Credit Card,644.72,89,3,1
CUST01581,2023-01-02,5,No,,Retail,East,Quarterly,Debit Card,250.0,75,0,4
CUST01582,2022-06-16,20,No,,Retail,South,Monthly,Credit Card,436.13,32,1,2
CUST01583,2023-08-14,21,No,,Retail,North,Monthly,Credit Card,554.68,72,0,3
CUST01584,2021-06-01,2,No,,Retail,West,Annual,Debit Card,789.69,83,3,3
CUST01585,2023-08-05,21,No,,Retail,South,Quarterly,Credit Card,1094.02,53,1,3
CUST01586,2022-08-31,42,Yes,2024-05-15,SME,East,Quarterly,Credit Card,613.26,18,2,1
CUST01587,2022-02-24,24,No,,SME,North,Annual,UPI,431.93,88,1,2
CUST01588,2024-02-15,9,No,,Retail,East,Annual,UPI,571.67,68,3,5
CUST01589,2023-05-16,39,No,,Retail,East,Monthly,Credit Card,919.2,65,2,2
CUST01590,2022-08-01,30,No,,Retail,West,Quarterly,Debit Card,880.4,28,2,1
CUST01591,2021-12-01,18,No,,Retail,West,Quarterly,Debit Card,922.95,5,0,4
CUST01592,2023-07-21,44,No,,SME,North,Monthly,Credit Card,911.89,22,1,1
CUST01593,2021-10-22,43,No,,Retail,West,Quarterly,UPI,439.86,73,2,2
CUST01594,2023-01-25,10,No,,Retail,South,Monthly,Debit Card,397.13,28,2,4
CUST01595,2021-07-05,45,No,,Corporate,North,Monthly,Credit Card,349.17,52,2,4
CUST01596,2022-09-29,41,No,,SME,West,Annual,Debit Card,547.85,40,2,2
CUST01597,2022-06-14,21,Yes,2023-08-27,Corporate,East,Monthly,UPI,587.81,94,2,5
CUST01598,2021-01-21,22,No,,SME,West,Quarterly,Credit Card,781.41,5,4,4
CUST01599,2023-06-30,17,No,,SME,West,Quarterly,Credit Card,682.95,22,1,4
CUST01600,2023-05-17,5,No,,Corporate,West,Quarterly,Credit Card,475.2,65,1,2
CUST01601,2023-03-05,6,No,,SME,North,Quarterly,UPI,746.41,97,3,4
CUST01602,2021-04-10,10,Yes,2023-08-27,SME,West,Monthly,Credit Card,523.75,63,3,4
CUST01603,2023-01-22,43,No,,Retail,East,Annual,UPI,945.6,43,2,4
CUST01604,2022-04-23,2,No,,Retail,North,Monthly,Credit Card,706.82,53,0,5
CUST01605,2023-07-29,7,Yes,2023-09-19,SME,South,Annual,UPI,780.48,19,2,2
CUST01606,2022-06-10,46,Yes,2024-07-29,SME,North,Monthly,Credit Card,692.85,34,2,2
CUST01607,2021-11-30,4,No,,Retail,South,Monthly,Debit Card,495.28,31,3,4
CUST01608,2021-01-02,37,Yes,2021-10-23,SME,South,Monthly,Credit Card,568.0,38,2,4
CUST01609,2022-01-10,19,No,,Retail,North,Annual,Credit Card,756.7,11,4,2
CUST01610,2021-10-20,28,Yes,2021-12-13,Corporate,West,Quarterly,Debit Card,691.73,12,2,5
CUST01611,2023-04-17,20,No,,SME,East,Quarterly,Credit Card,825.5,41,2,5
CUST01612,2023-10-02,30,No,,Corporate,South,Annual,Credit Card,702.46,34,1,2
CUST01613,2022-07-07,42,No,,Retail,South,Quarterly,UPI,716.65,46,1,5
CUST01614,2021-11-14,38,Yes,2022-07-29,SME,North,Monthly,Credit Card,824.16,41,2,3
CUST01615,2022-01-16,2,No,,SME,West,Monthly,Credit Card,299.3,84,2,1
CUST01616,2021-01-14,3,No,,Retail,South,Monthly,Debit Card,545.09,65,0,1
CUST01617,2022-05-19,47,No,,Retail,East,Quarterly,Credit Card,764.4,83,1,5
CUST01618,2021-08-19,42,No,,Retail,South,Annual,Debit Card,438.6,56,1,2
CUST01619,2024-01-13,39,No,,Retail,West,Annual,UPI,665.55,9,0,4
CUST01620,2021-05-10,25,No,,Retail,East,Annual,Credit Card,707.68,79,1,1
CUST01621,2023-04-18,2,No,,Retail,North,Annual,UPI,346.43,34,1,5
CUST01622,2024-03-14,39,No,,SME,West,Monthly,Credit Card,921.88,21,1,2
CUST01623,2023-06-10,15,Yes,2024-04-22,Corporate,North,Monthly,UPI,788.73,6,1,5
CUST01624,2021-01-28,3,Yes,2022-12-05,Retail,South,Quarterly,UPI,723.19,95,0,4
CUST01625,2021-03-07,5,No,,Retail,South,Quarterly,Debit Card,472.7,87,5,4
CUST01626,2024-04-01,40,Yes,2025-04-18,Retail,South,Monthly,UPI,935.83,54,1,2
CUST01627,2021-09-18,36,No,,SME,North,Monthly,Debit Card,293.59,41,4,1
CUST01628,2022-04-05,40,No,,Retail,North,Quarterly,Credit Card,672.38,89,2,5
CUST01629,2021-10-28,38,No,,SME,East,Annual,Debit Card,443.88,84,1,1
CUST01630,2023-07-08,37,No,,Corporate,East,Quarterly,Credit Card,1010.16,18,2,5
CUST01631,2021-10-14,27,No,,Retail,South,Annual,Credit Card,551.59,47,1,3
CUST01632,2023-10-31,5,No,,Retail,North,Monthly,Credit Card,749.94,88,2,4
CUST01633,2022-09-22,17,No,,Retail,South,Monthly,Debit Card,512.23,47,1,5
CUST01634,2021-09-27,38,No,,SME,West,Monthly,UPI,503.51,70,2,4
CUST01635,2022-08-15,45,No,,Retail,North,Monthly,Debit Card,863.9,41,1,5
CUST01636,2023-04-24,41,No,,Retail,South,Monthly,Debit Card,718.35,82,0,1
CUST01637,2023-05-12,12,Yes,2025-05-09,Retail,North,Quarterly,UPI,404.59,20,0,4
CUST01638,2021-05-13,42,Yes,2022-10-03,Retail,East,Annual,Credit Card,999.6,92,2,3
CUST01639,2023-08-30,31,No,,Corporate,West,Monthly,UPI,850.09,81,2,2
CUST01640,2022-05-28,33,No,,SME,South,Quarterly,Credit Card,755.72,45,2,4
CUST01641,2021-11-09,43,No,,Retail,East,Monthly,Debit Card,250.0,7,2,1
CUST01642,2022-07-30,29,No,,Retail,South,Monthly,Credit Card,928.83,37,1,5
CUST01643,2023-06-05,38,No,,SME,South,Quarterly,Credit Card,720.77,5,3,4
CUST01644,2024-02-19,3,No,,Corporate,West,Quarterly,Debit Card,827.49,55,2,4
CUST01645,2024-02-05,38,Yes,2026-06-13,SME,West,Monthly,Debit Card,866.75,50,3,5
CUST01646,2022-11-18,41,No,,Corporate,West,Monthly,UPI,279.74,11,2,5
CUST01647,2021-06-14,40,Yes,2022-08-18,Retail,West,Quarterly,Credit Card,438.87,87,2,1
CUST01648,2021-11-01,30,No,,Retail,South,Monthly,Debit Card,1176.8,99,3,1
CUST01649,2021-06-05,47,No,,Corporate,West,Monthly,Credit Card,421.29,73,3,2
CUST01650,2022-09-12,22,No,,Retail,South,Monthly,Credit Card,863.75,91,1,2
CUST01651,2023-08-15,38,Yes,2024-02-23,Retail,North,Quarterly,Debit Card,741.16,22,4,3
CUST01652,2021-11-30,32,No,,SME,North,Annual,UPI,642.55,34,0,3
CUST01653,2023-08-27,43,No,,Retail,West,Monthly,Credit Card,486.09,85,3,5
CUST01654,2022-05-26,10,No,,Retail,West,Monthly,Credit Card,556.11,56,2,1
CUST01655,2023-11-10,32,No,,Corporate,North,Monthly,Debit Card,682.19,12,2,4
CUST01656,2021-10-09,43,No,,Retail,East,Monthly,Credit Card,546.31,39,2,4
CUST01657,2023-03-08,4,Yes,2025-08-07,SME,North,Quarterly,Debit Card,702.43,12,0,3
CUST01658,2023-10-22,29,No,,SME,West,Annual,Debit Card,438.25,98,2,3
CUST01659,2021-04-29,45,Yes,2022-04-07,Corporate,East,Monthly,UPI,517.83,98,1,2
CUST01660,2023-11-25,8,Yes,2025-06-17,Retail,East,Quarterly,UPI,562.49,95,3,1
CUST01661,2021-07-17,20,No,,SME,North,Quarterly,UPI,704.06,68,0,5
CUST01662,2022-04-30,47,No,,Retail,South,Quarterly,UPI,713.98,52,1,2
CUST01663,2023-12-19,7,Yes,2025-04-08,Retail,East,Annual,Credit Card,522.79,28,6,5
CUST01664,2023-04-17,1,Yes,2025-08-17,Retail,West,Annual,UPI,897.36,6,0,2
CUST01665,2024-03-30,25,No,,Corporate,West,Annual,Credit Card,625.85,19,1,4
CUST01666,2023-10-06,26,No,,Retail,West,Quarterly,Debit Card,629.37,99,2,1
CUST01667,2022-11-22,9,Yes,2023-12-29,Retail,South,Monthly,UPI,927.49,96,1,2
CUST01668,2023-11-02,23,Yes,2025-08-19,SME,West,Annual,Credit Card,752.35,58,4,4
CUST01669,2022-05-05,40,No,,SME,South,Quarterly,Debit Card,650.57,50,3,4
CUST01670,2021-10-03,2,No,,SME,East,Monthly,UPI,712.72,53,1,3
CUST01671,2022-11-24,26,No,,SME,South,Quarterly,Debit Card,283.79,26,2,2
CUST01672,2021-08-30,14,No,,Corporate,North,Quarterly,Credit Card,533.29,24,3,5
CUST01673,2021-05-06,44,No,,Corporate,South,Monthly,UPI,319.33,72,1,5
CUST01674,2021-08-05,31,No,,SME,North,Annual,Credit Card,460.73,14,1,1
CUST01675,2023-11-29,26,Yes,2026-04-07,Retail,East,Monthly,Credit Card,929.4,65,2,4
CUST01676,2022-05-10,19,No,,Retail,South,Monthly,Credit Card,510.38,75,2,4
CUST01677,2022-03-03,38,Yes,2022-10-28,SME,East,Monthly,UPI,1075.39,45,1,4
CUST01678,2023-07-08,5,No,,Retail,North,Monthly,Debit Card,436.73,76,0,3
CUST01679,2021-05-31,6,Yes,2021-08-15,Corporate,East,Annual,Debit Card,734.44,48,4,4
CUST01680,2022-01-19,35,No,,SME,West,Monthly,Credit Card,793.42,75,3,4
CUST01681,2021-11-04,16,No,,SME,West,Quarterly,Credit Card,680.87,28,2,1
CUST01682,2023-01-16,31,No,,Retail,North,Annual,Credit Card,601.14,48,3,5
CUST01683,2023-06-11,18,No,,SME,West,Monthly,UPI,413.82,27,1,1
CUST01684,2022-01-10,14,No,,Retail,North,Monthly,UPI,917.88,43,3,3
CUST01685,2023-10-29,25,No,,Retail,West,Monthly,Credit Card,1061.18,89,4,5
CUST01686,2021-05-09,15,No,,Retail,South,Quarterly,Credit Card,336.25,42,4,2
CUST01687,2023-10-12,26,Yes,2024-10-05,Retail,East,Quarterly,UPI,490.2,53,2,2
CUST01688,2022-10-31,36,Yes,2023-08-27,Retail,North,Quarterly,UPI,693.51,73,1,4
CUST01689,2022-06-01,11,Yes,2022-10-28,SME,South,Monthly,Credit Card,369.19,93,2,4
CUST01690,2021-03-27,37,No,,Retail,West,Quarterly,Debit Card,652.42,98,3,2
CUST01691,2024-04-13,41,No,,SME,South,Monthly,UPI,598.87,91,6,1
CUST01692,2021-11-07,37,No,,Retail,East,Quarterly,Credit Card,350.0,15,1,4
CUST01693,2024-02-17,7,No,,SME,South,Quarterly,Credit Card,435.55,76,1,1
CUST01694,2022-03-03,18,No,,SME,East,Monthly,Credit Card,709.81,29,2,3
CUST01695,2021-04-24,20,No,,SME,North,Annual,UPI,848.69,24,2,2
CUST01696,2024-03-14,2,No,,Corporate,North,Monthly,Credit Card,621.21,7,1,3
CUST01697,2021-10-30,26,No,,SME,East,Quarterly,Credit Card,936.17,7,2,1
CUST01698,2023-01-14,23,Yes,2023-12-22,Retail,West,Monthly,Credit Card,658.31,73,0,1
CUST01699,2022-08-11,32,No,,Retail,South,Annual,UPI,558.93,75,0,5
CUST01700,2023-09-14,13,No,,Retail,North,Quarterly,Credit Card,619.32,23,0,2
CUST01701,2021-12-11,13,No,,Retail,West,Monthly,Credit Card,817.6,89,1,3
CUST01702,2023-03-25,17,No,,SME,East,Monthly,Credit Card,775.4,16,2,1
CUST01703,2023-03-12,25,No,,Corporate,North,Annual,UPI,731.18,73,5,5
CUST01704,2023-10-22,22,No,,SME,East,Monthly,UPI,801.96,65,1,5
CUST01705,2024-03-16,27,No,,Retail,West,Monthly,Credit Card,833.9,19,1,1
CUST01706,2023-12-13,17,No,,Corporate,West,Monthly,Credit Card,584.95,98,2,2
CUST01707,2023-12-29,26,Yes,2025-11-04,Retail,North,Quarterly,Debit Card,497.25,32,1,2
CUST01708,2021-12-27,38,Yes,2022-05-07,Retail,South,Monthly,Credit Card,836.65,5,5,1
CUST01709,2023-10-07,14,No,,Retail,West,Quarterly,Debit Card,465.99,34,2,2
CUST01710,2022-12-05,14,Yes,2023-07-28,Corporate,West,Annual,Credit Card,874.79,93,4,5
CUST01711,2022-07-29,12,No,,Retail,West,Monthly,UPI,693.9,9,0,1
CUST01712,2024-03-30,5,No,,Corporate,East,Monthly,Credit Card,873.64,63,4,2
CUST01713,2024-01-18,37,Yes,2024-09-21,SME,West,Quarterly,Debit Card,428.37,7,3,4
CUST01714,2022-11-19,4,No,,Retail,West,Monthly,Debit Card,571.92,90,1,3
CUST01715,2023-02-20,29,No,,Retail,North,Monthly,Debit Card,535.35,56,5,4
CUST01716,2022-08-08,25,Yes,2023-06-07,SME,East,Monthly,Credit Card,376.94,71,1,4
CUST01717,2022-08-12,45,No,,SME,North,Annual,UPI,610.64,59,0,3
CUST01718,2024-03-28,4,No,,Retail,West,Quarterly,Credit Card,525.96,16,0,1
CUST01719,2022-05-04,16,No,,Corporate,East,Annual,UPI,513.84,72,2,3
CUST01720,2023-08-29,2,No,,Retail,South,Monthly,Debit Card,553.02,56,3,1
CUST01721,2024-01-31,23,Yes,2025-02-01,Retail,South,Monthly,Credit Card,911.67,33,2,2
CUST01722,2022-05-09,4,No,,SME,North,Monthly,UPI,814.32,29,0,4
CUST01723,2021-01-19,20,Yes,2023-04-02,SME,North,Annual,Credit Card,250.0,73,1,4
CUST01724,2022-02-01,17,No,,Retail,West,Monthly,Credit Card,920.96,86,3,1
CUST01725,2023-09-28,6,No,,Corporate,North,Quarterly,Debit Card,445.32,48,1,3
CUST01726,2023-05-01,18,Yes,2025-08-18,Corporate,East,Monthly,Debit Card,696.96,75,1,3
CUST01727,2023-04-02,20,Yes,2025-03-28,SME,West,Monthly,Debit Card,725.33,21,3,4
CUST01728,2022-03-31,39,No,,SME,West,Annual,Debit Card,1180.68,98,1,3
CUST01729,2022-12-26,45,No,,Retail,West,Annual,UPI,738.27,97,6,4
CUST01730,2023-12-25,41,Yes,2024-03-04,Retail,South,Annual,Debit Card,494.41,57,1,5
CUST01731,2024-01-05,34,No,,Retail,East,Monthly,UPI,720.6,5,1,3
CUST01732,2022-12-12,40,Yes,2024-08-20,Retail,North,Annual,Debit Card,997.1,64,4,2
CUST01733,2021-05-23,46,No,,Corporate,North,Quarterly,Debit Card,527.44,24,4,3
CUST01734,2023-07-06,24,No,,SME,East,Annual,Debit Card,798.83,98,2,1
CUST01735,2023-04-08,18,No,,SME,North,Monthly,Debit Card,312.42,69,2,2
CUST01736,2022-08-28,30,No,,SME,North,Monthly,Credit Card,580.62,6,2,1
CUST01737,2021-11-01,1,Yes,2022-01-20,Corporate,South,Annual,Credit Card,798.38,61,3,3
CUST01738,2023-01-06,23,Yes,2024-08-30,Retail,South,Annual,Credit Card,687.41,30,2,2
CUST01739,2021-10-18,29,No,,Corporate,North,Monthly,UPI,480.55,93,2,1
CUST01740,2021-04-12,41,No,,SME,West,Annual,UPI,643.48,67,3,5
CUST01741,2023-05-17,41,No,,SME,South,Monthly,UPI,796.57,72,2,4
CUST01742,2023-08-26,32,No,,Retail,East,Quarterly,Debit Card,788.65,32,1,5
CUST01743,2023-09-01,2,Yes,2024-01-02,Retail,West,Annual,Debit Card,705.5,41,1,1
CUST01744,2023-04-22,36,No,,Retail,North,Annual,Credit Card,866.34,60,2,3
CUST01745,2023-08-20,45,No,,Retail,East,Monthly,Credit Card,710.66,49,1,3
CUST01746,2023-07-31,17,No,,Corporate,East,Quarterly,Credit Card,751.11,80,2,1
CUST01747,2023-10-24,43,No,,Retail,West,Annual,Debit Card,508.89,42,1,5
CUST01748,2021-03-26,2,No,,SME,North,Annual,Credit Card,913.98,24,0,3
CUST01749,2021-11-24,4,No,,Retail,West,Annual,Debit Card,911.78,33,1,3
CUST01750,2023-03-27,44,No,,Retail,East,Quarterly,Debit Card,703.08,15,2,3
CUST01751,2022-03-30,34,No,,Retail,North,Quarterly,UPI,843.81,33,0,4
CUST01752,2022-09-21,1,No,,SME,East,Quarterly,Debit Card,373.49,14,4,1
CUST01753,2024-03-23,23,Yes,2024-05-10,Corporate,North,Monthly,Credit Card,466.26,99,1,5
CUST01754,2022-10-27,6,No,,Retail,South,Quarterly,Debit Card,794.62,69,4,4
CUST01755,2021-01-12,16,No,,Retail,West,Monthly,Debit Card,250.0,88,1,4
CUST01756,2024-03-02,2,No,,SME,West,Annual,UPI,250.0,56,0,5
CUST01757,2021-10-31,46,Yes,2023-05-16,Retail,West,Quarterly,Debit Card,399.95,52,0,4
CUST01758,2023-09-02,12,No,,SME,East,Quarterly,UPI,889.64,19,3,5
CUST01759,2023-02-22,27,No,,Retail,West,Monthly,Credit Card,516.7,76,0,3
CUST01760,2021-02-12,19,No,,Retail,North,Monthly,Credit Card,654.52,40,2,1
CUST01761,2023-08-02,28,Yes,2025-04-14,Retail,West,Monthly,Debit Card,472.29,40,2,2
CUST01762,2021-12-09,35,No,,Retail,North,Annual,Credit Card,882.75,13,2,3
CUST01763,2022-05-13,43,No,,Retail,South,Monthly,UPI,677.88,63,2,5
CUST01764,2021-12-30,4,No,,Retail,East,Annual,Debit Card,537.1,46,3,5
CUST01765,2023-06-10,7,Yes,2025-02-11,SME,South,Quarterly,Credit Card,840.36,39,4,2
CUST01766,2022-03-03,37,No,,SME,East,Annual,UPI,689.81,91,0,5
CUST01767,2023-10-02,25,No,,Retail,East,Annual,Credit Card,525.76,86,0,5
CUST01768,2021-01-21,41,Yes,2021-04-14,SME,South,Monthly,Credit Card,719.29,51,2,1
CUST01769,2022-02-11,17,Yes,2024-07-10,Corporate,South,Monthly,UPI,762.39,69,7,1
CUST01770,2022-09-11,41,No,,SME,East,Monthly,Debit Card,938.45,81,2,5
CUST01771,2023-10-12,14,No,,Retail,East,Monthly,Credit Card,904.57,29,0,2
CUST01772,2021-12-02,37,Yes,2023-06-22,Retail,East,Monthly,UPI,545.53,73,0,5
CUST01773,2024-02-15,2,No,,Corporate,South,Quarterly,Credit Card,576.39,86,3,4
CUST01774,2024-02-22,24,No,,Retail,West,Monthly,UPI,809.68,14,1,2
CUST01775,2022-02-03,15,No,,Retail,South,Quarterly,UPI,756.45,11,1,4
CUST01776,2023-03-04,33,No,,SME,North,Monthly,Credit Card,1013.4,33,2,1
CUST01777,2022-12-16,12,No,,Corporate,South,Quarterly,Debit Card,678.22,15,1,5
CUST01778,2021-02-20,19,No,,SME,West,Monthly,UPI,605.55,96,1,1
CUST01779,2021-11-20,47,No,,Retail,North,Quarterly,Debit Card,758.83,63,2,3
CUST01780,2023-02-28,5,No,,Retail,West,Monthly,UPI,806.77,79,1,5
CUST01781,2021-05-21,1,No,,Corporate,North,Quarterly,UPI,812.29,85,1,3
CUST01782,2022-04-15,43,No,,Retail,South,Monthly,Debit Card,1020.78,66,2,5
CUST01783,2023-02-26,9,No,,Corporate,West,Monthly,Credit Card,1012.34,83,1,4
CUST01784,2023-08-22,39,No,,Retail,West,Annual,Credit Card,623.14,44,4,2
CUST01785,2023-10-05,34,Yes,2025-09-14,Corporate,East,Quarterly,Credit Card,1067.51,11,0,4
CUST01786,2022-01-08,29,Yes,2023-03-09,Retail,West,Monthly,Debit Card,305.43,38,1,1
CUST01787,2022-05-09,46,No,,Corporate,West,Monthly,UPI,915.45,82,2,3
CUST01788,2023-01-21,2,Yes,2023-02-24,Retail,South,Quarterly,UPI,727.04,32,2,2
