Customer_ID,Customer_Segment,Region
CUST03833,SME,South
CUST03834,Retail,East
CUST03835,Corporate,East
CUST03836,SME,East
CUST03837,Retail,South
CUST03838,Retail,East
CUST03839,Corporate,West
CUST03840,Retail,South
CUST03841,Corporate,West
CUST03842,Retail,West
CUST03843,Retail,West
CUST03844,Retail,West
CUST03845,Retail,North
CUST03846,Retail,East
CUST03847,Retail,North
CUST03848,Retail,North
CUST03849,Retail,West
CUST03850,SME,East
CUST03851,Corporate,West
CUST03852,Retail,North
CUST03853,SME,East
CUST03854,Retail,East
CUST03855,Retail,West
CUST03856,SME,South
CUST03857,Corporate,East
CUST03858,Corporate,East
CUST03859,Retail,West
CUST03860,SME,South
CUST03861,Retail,West
CUST03862,Retail,West
CUST03863,Corporate,South
CUST03864,Retail,South
CUST03865,SME,West
CUST03866,Retail,East
CUST03867,Corporate,South
CUST03868,Retail,West
CUST03869,Retail,West
CUST03870,Retail,North
CUST03871,Retail,South
CUST03872,SME,North
CUST03873,Retail,North
CUST03874,SME,West
CUST03875,SME,East
CUST03876,Retail,East
CUST03877,SME,East
CUST03878,Corporate,South
CUST03879,Retail,South
CUST03880,Retail,North
CUST03881,Retail,South
CUST03882,Retail,South
CUST03883,SME,North
CUST03884,Retail,South
CUST03885,Retail,North
CUST03886,Retail,North
CUST03887,SME,West
CUST03888,SME,West
CUST03889,SME,North
CUST03890,Retail,West
CUST03891,SME,East
CUST03892,Retail,East
CUST03893,SME,East
CUST03894,Corporate,West
CUST03895,Retail,East
CUST03896,Retail,North
CUST03897,SME,South
CUST03898,Corporate,West
CUST03899,Corporate,East
CUST03900,Retail,North
CUST03901,Retail,West
CUST03902,SME,South
CUST03903,Corporate,East
CUST03904,Retail,East
CUST03905,Retail,North
CUST03906,Retail,East
CUST03907,Retail,South
CUST03908,Corporate,East
CUST03909,Retail,East
CUST03910,Corporate,West
CUST03911,Retail,West
CUST03912,Corporate,South
CUST03913,SME,West
CUST03914,Retail,South
CUST03915,SME,South
CUST03916,Retail,North
CUST03917,Retail,North
CUST03918,Retail,West
CUST03919,Corporate,South
CUST03920,Retail,North
CUST03921,Retail,North
CUST03922,SME,West
CUST03923,Corporate,East
CUST03924,Retail,North
CUST03925,Corporate,East
CUST03926,SME,West
CUST03927,Retail,East
CUST03928,Corporate,West
CUST03929,Retail,West
CUST03930,SME,East
CUST03931,SME,East
CUST03932,Corporate,South
CUST03933,Corporate,West
CUST03934,SME,North
CUST03935,Retail,West
CUST03936,SME,West
CUST03937,Retail,West
CUST03938,Retail,West
CUST03939,Retail,South
CUST03940,Corporate,North
CUST03941,Retail,North
CUST03942,Retail,North
CUST03943,Retail,East
CUST03944,Retail,East
CUST03945,Retail,East
CUST03946,Retail,South
CUST03947,Retail,North
CUST03948,Corporate,North
CUST03949,Retail,South
CUST03950,SME,West
CUST03951,Retail,South
CUST03952,SME,East
CUST03953,Retail,South
CUST03954,SME,East
CUST03955,SME,South
CUST03956,SME,South
CUST03957,Retail,North
CUST03958,Retail,South
CUST03959,SME,West
CUST03960,Corporate,South
CUST03961,SME,West
CUST03962,Corporate,South
CUST03963,Retail,North
CUST03964,Retail,East
CUST03965,Retail,West
CUST03966,SME,South
CUST03967,Retail,East
CUST03968,SME,East
CUST03969,SME,South
CUST03970,SME,East
CUST03971,SME,West
CUST03972,Retail,West
CUST03973,Retail,West
CUST03974,Retail,West
CUST03975,Corporate,East
CUST03976,SME,North
CUST03977,Retail,East
CUST03978,Retail,West
CUST03979,Retail,North
CUST03980,SME,North
CUST03981,Corporate,East
CUST03982,SME,East
CUST03983,SME,South
CUST03984,Corporate,North
CUST03985,SME,East
CUST03986,SME,North
CUST03987,Corporate,West
CUST03988,SME,South
CUST03989,SME,North
CUST03990,SME,South
CUST03991,SME,South
CUST03992,Retail,West
CUST03993,Retail,West
CUST03994,Retail,North
CUST03995,SME,West
CUST03996,Corporate,East
CUST03997,Retail,South
CUST03998,Retail,East
CUST03999,Retail,East
CUST04000,Retail,West
CUST04001,SME,East
CUST04002,Retail,West
CUST04003,Corporate,West
CUST04004,Corporate,West
CUST04005,Retail,East
CUST04006,Retail,South
CUST04007,Retail,East
CUST04008,Retail,North
CUST04009,SME,West
CUST04010,Corporate,West
CUST04011,Retail,South
CUST04012,Retail,North
CUST04013,Corporate,South
CUST04014,Retail,North
CUST04015,Retail,North
CUST04016,Retail,North
CUST04017,SME,South
CUST04018,Retail,North
CUST04019,Corporate,South
CUST04020,Corporate,East
CUST04021,Corporate,East
CUST04022,SME,North
CUST04023,SME,North
CUST04024,Corporate,North
CUST04025,Retail,East
CUST04026,Retail,South
CUST04027,Retail,South
CUST04028,Retail,South
CUST04029,Corporate,South
CUST04030,SME,North
CUST04031,Corporate,West
CUST04032,Retail,North
CUST04033,Corporate,West
CUST04034,Retail,East
CUST04035,SME,East
CUST04036,SME,South
CUST04037,Retail,West
CUST04038,SME,South
CUST04039,Retail,South
CUST04040,Retail,North
CUST04041,Retail,West
CUST04042,SME,West
CUST04043,Retail,South
CUST04044,SME,North
CUST04045,Retail,South
CUST04046,Retail,North
CUST04047,Corporate,South
CUST04048,Corporate,South
CUST04049,Corporate,East
CUST04050,Retail,North
CUST04051,Retail,South
CUST04052,Corporate,East
CUST04053,Retail,East
CUST04054,Corporate,West
CUST04055,SME,South
CUST04056,Corporate,West
CUST04057,Retail,West
CUST04058,Corporate,West
CUST04059,Corporate,East
CUST04060,Retail,West
CUST04061,SME,East
CUST04062,Retail,South
CUST04063,Retail,West
CUST04064,Retail,East
CUST04065,Retail,East
CUST04066,Retail,South
CUST04067,SME,East
CUST04068,SME,East
CUST04069,Retail,South
CUST04070,Retail,South
CUST04071,Retail,North
CUST04072,Corporate,East
CUST04073,SME,East
CUST04074,SME,North
CUST04075,Retail,North
CUST04076,Retail,North
CUST04077,Corporate,East
CUST04078,SME,West
CUST04079,SME,West
CUST04080,Retail,West
CUST04081,SME,East
CUST04082,SME,North
CUST04083,Retail,North
CUST04084,Retail,North
CUST04085,Retail,South
CUST04086,Retail,East
CUST04087,SME,South
CUST04088,Corporate,East
CUST04089,SME,West
CUST04090,SME,East
CUST04091,Corporate,East
CUST04092,Corporate,West
CUST04093,Retail,South
CUST04094,Retail,West
CUST04095,SME,East
CUST04096,Retail,South
CUST04097,Corporate,North
CUST04098,Corporate,West
CUST04099,Corporate,North
CUST04100,SME,North
CUST04101,SME,West
CUST04102,SME,South
CUST04103,Retail,North
CUST04104,Retail,North
CUST04105,Retail,West
CUST04106,SME,North
CUST04107,Corporate,North
CUST04108,Retail,East
CUST04109,Retail,North
CUST04110,Corporate,West
CUST04111,Retail,South
CUST04112,SME,East
CUST04113,Retail,North
CUST04114,Corporate,East
CUST04115,SME,East
CUST04116,Retail,West
CUST04117,Retail,South
CUST04118,Corporate,West
CUST04119,Corporate,South
CUST04120,Retail,West
CUST04121,Retail,North
CUST04122,Retail,East
CUST04123,Retail,South
CUST04124,Retail,East
CUST04125,Corporate,North
CUST04126,Retail,West
CUST04127,Retail,East
CUST04128,Retail,South
CUST04129,SME,North
CUST04130,SME,South
CUST04131,Retail,East
CUST04132,Retail,North
CUST04133,Retail,West
CUST04134,Retail,North
CUST04135,Retail,North
CUST04136,Corporate,North
CUST04137,Retail,North
CUST04138,SME,West
CUST04139,Retail,West
CUST04140,Corporate,South
CUST04141,Corporate,North
CUST04142,SME,West
CUST04143,Retail,West
CUST04144,Retail,North
CUST04145,Corporate,South
CUST04146,Corporate,East
CUST04147,Corporate,North
CUST04148,Retail,North
CUST04149,SME,North
CUST04150,SME,West
CUST04151,Retail,East
CUST04152,Retail,West
CUST04153,Retail,South
CUST04154,Corporate,South
CUST04155,Retail,South
CUST04156,Corporate,East
CUST04157,Retail,South
CUST04158,Retail,North
CUST04159,Retail,South
CUST04160,SME,West
CUST04161,SME,South
CUST04162,Retail,East
CUST04163,Corporate,North
CUST04164,Corporate,East
CUST04165,Retail,West
CUST04166,SME,East
CUST04167,Retail,East
CUST04168,Corporate,North
CUST04169,Retail,North
CUST04170,Corporate,West
CUST04171,Retail,East
CUST04172,SME,South
CUST04173,Corporate,West
CUST04174,SME,East
CUST04175,Retail,West
CUST04176,SME,North
CUST04177,Corporate,South
CUST04178,Retail,South
CUST04179,Retail,North
CUST04180,Corporate,West
CUST04181,SME,East
CUST04182,Retail,North
CUST04183,Corporate,East
CUST04184,Retail,West
CUST04185,Corporate,West
CUST04186,SME,East
CUST04187,SME,West
CUST04188,Retail,East
CUST04189,SME,East
CUST04190,Corporate,North
CUST04191,Corporate,East
CUST04192,Retail,South
CUST04193,Retail,North
CUST04194,Retail,East
CUST04195,Retail,South
CUST04196,Retail,East
CUST04197,Retail,North
CUST04198,Corporate,South
CUST04199,SME,West
CUST04200,Retail,South
CUST04201,Corporate,East
CUST04202,SME,East
CUST04203,Retail,East
CUST04204,Retail,North
CUST04205,Retail,West
CUST04206,Corporate,West
CUST04207,Retail,North
CUST04208,Retail,East
CUST04209,SME,East
CUST04210,Retail,West
CUST04211,Retail,South
CUST04212,Retail,South
CUST04213,Corporate,South
CUST04214,SME,South
CUST04215,SME,East
CUST04216,Retail,North
CUST04217,Corporate,South
CUST04218,SME,North
CUST04219,Retail,North
CUST04220,SME,North
CUST04221,Retail,West
CUST04222,Retail,South
CUST04223,SME,South
CUST04224,Retail,South
CUST04225,SME,West
CUST04226,SME,West
CUST04227,SME,West
CUST04228,Retail,South
CUST04229,Retail,East
CUST04230,SME,West
CUST04231,Corporate,South
CUST04232,Retail,North
CUST04233,Retail,East
CUST04234,Retail,South
CUST04235,SME,South
CUST04236,Retail,West
CUST04237,Retail,South
CUST04238,SME,North
CUST04239,SME,South
CUST04240,Retail,West
CUST04241,SME,North
CUST04242,Corporate,West
CUST04243,Retail,South
CUST04244,SME,South
CUST04245,Retail,North
CUST04246,Retail,South
CUST04247,Retail,South
CUST04248,SME,East
CUST04249,Retail,East
CUST04250,Corporate,West
CUST04251,SME,West
CUST04252,Retail,South
CUST04253,SME,North
CUST04254,Retail,West
CUST04255,Retail,North
CUST04256,SME,East
CUST04257,Retail,East
CUST04258,Retail,West
CUST04259,SME,East
CUST04260,Retail,West
CUST04261,Retail,North
CUST04262,SME,North
CUST04263,SME,North
CUST04264,Corporate,South
CUST04265,Retail,West
CUST04266,Retail,South
CUST04267,SME,South
CUST04268,Corporate,East
CUST04269,SME,East
CUST04270,SME,East
CUST04271,Retail,West
CUST04272,SME,West
CUST04273,SME,East
CUST04274,SME,West
CUST04275,Retail,East
CUST04276,SME,West
CUST04277,SME,West
CUST04278,Retail,North
CUST04279,SME,South
CUST04280,Retail,West
CUST04281,Retail,East
CUST04282,Retail,South
CUST04283,Corporate,South
CUST04284,Retail,East
CUST04285,Retail,West
CUST04286,Corporate,North
CUST04287,Corporate,North
CUST04288,Retail,West
CUST04289,SME,North
CUST04290,Retail,North
CUST04291,Retail,West
CUST04292,SME,West
CUST04293,Retail,West
CUST04294,Retail,West
CUST04295,SME,South
CUST04296,Retail,North
CUST04297,SME,North
CUST04298,Retail,East
CUST04299,Retail,North
CUST04300,Retail,South
CUST04301,Retail,West
CUST04302,Corporate,West
CUST04303,Retail,West
CUST04304,Corporate,East
CUST04305,SME,West
CUST04306,SME,West
CUST04307,SME,South
CUST04308,Retail,East
CUST04309,Retail,West
CUST04310,SME,North
CUST04311,SME,South
CUST04312,Corporate,West
CUST04313,SME,South
CUST04314,SME,North
CUST04315,SME,East
CUST04316,Corporate,West
CUST04317,Retail,North
CUST04318,Retail,West
CUST04319,Retail,South
CUST04320,Retail,West
CUST04321,Retail,North
CUST04322,Corporate,East
CUST04323,Retail,West
CUST04324,SME,North
CUST04325,Corporate,East
CUST04326,Corporate,East
CUST04327,Retail,East
CUST04328,SME,South
CUST04329,Retail,West
CUST04330,Retail,East
CUST04331,Retail,North
CUST04332,Retail,North
CUST04333,Retail,West
CUST04334,SME,North
CUST04335,Retail,South
CUST04336,Retail,East
CUST04337,Retail,North
CUST04338,Retail,South
CUST04339,SME,West
CUST04340,SME,West
CUST04341,Corporate,South
CUST04342,Retail,North
CUST04343,Retail,North
CUST04344,Corporate,South
CUST04345,Retail,South
CUST04346,Retail,South
CUST04347,SME,South
CUST04348,Retail,South
CUST04349,SME,North
CUST04350,Retail,East
CUST04351,SME,West
CUST04352,Retail,North
CUST04353,SME,South
CUST04354,Corporate,East
CUST04355,SME,South
CUST04356,SME,West
CUST04357,SME,North
CUST04358,SME,North
CUST04359,Retail,South
CUST04360,Retail,South
CUST04361,Retail,North
CUST04362,SME,West
CUST04363,Retail,West
CUST04364,Retail,North
CUST04365,Retail,North
CUST04366,Retail,East
CUST04367,Corporate,East
CUST04368,Retail,North
CUST04369,Retail,South
CUST04370,SME,West
CUST04371,SME,North
CUST04372,Corporate,West
CUST04373,SME,West
CUST04374,Retail,West
CUST04375,Retail,North
CUST04376,Corporate,West
CUST04377,Retail,South
CUST04378,Retail,East
CUST04379,Retail,West
CUST04380,SME,East
CUST04381,Corporate,North
CUST04382,Retail,South
CUST04383,SME,North
CUST04384,Corporate,West
CUST04385,Retail,North
CUST04386,SME,South
CUST04387,Corporate,North
CUST04388,SME,South
CUST04389,SME,East
CUST04390,Corporate,South
CUST04391,Retail,East
CUST04392,Corporate,North
CUST04393,Corporate,West
CUST04394,SME,North
CUST04395,Retail,West
CUST04396,Retail,West
CUST04397,SME,West
CUST04398,Retail,West
CUST04399,SME,East
CUST04400,SME,North
CUST04401,SME,North
CUST04402,Retail,South
CUST04403,Retail,West
CUST04404,Corporate,South
CUST04405,SME,West
CUST04406,Retail,East
CUST04407,Retail,South
CUST04408,SME,North
CUST04409,Retail,South
CUST04410,Retail,South
CUST04411,SME,West
CUST04412,Corporate,West
CUST04413,SME,West
CUST04414,Retail,North
CUST04415,Retail,North
CUST04416,Retail,North
CUST04417,Retail,South
CUST04418,SME,West
CUST04419,SME,South
CUST04420,Retail,West
CUST04421,SME,North
CUST04422,SME,West
CUST04423,Corporate,West
CUST04424,Retail,West
CUST04425,Retail,North
CUST04426,Corporate,South
CUST04427,Retail,West
CUST04428,Retail,South
CUST04429,SME,West
CUST04430,Retail,North
CUST04431,Retail,North
CUST04432,Retail,North
CUST04433,Retail,East
CUST04434,SME,West
CUST04435,SME,East
CUST04436,Retail,North
CUST04437,Corporate,East
CUST04438,Corporate,North
CUST04439,Retail,North
CUST04440,Retail,West
CUST04441,SME,East
CUST04442,Retail,North
CUST04443,Corporate,East
CUST04444,Retail,East
CUST04445,SME,South
CUST04446,SME,East
CUST04447,Retail,West
CUST04448,SME,North
CUST04449,Retail,North
CUST04450,SME,North
CUST04451,Retail,West
CUST04452,Corporate,East
CUST04453,Retail,North
CUST04454,Retail,West
CUST04455,Retail,West
CUST04456,Corporate,South
CUST04457,Retail,South
CUST04458,Retail,North
CUST04459,Retail,North
CUST04460,Corporate,East
CUST04461,Corporate,East
CUST04462,SME,West
CUST04463,Retail,East
CUST04464,Retail,South
CUST04465,Corporate,East
CUST04466,Retail,West
CUST04467,Retail,East
CUST04468,Retail,East
CUST04469,Retail,West
CUST04470,Corporate,South
CUST04471,Retail,North
CUST04472,Corporate,South
CUST04473,SME,North
CUST04474,Retail,West
CUST04475,Corporate,South
CUST04476,Retail,North
CUST04477,SME,North
CUST04478,Retail,South
CUST04479,Corporate,South
CUST04480,Corporate,East
CUST04481,SME,North
CUST04482,SME,North
CUST04483,Retail,North
CUST04484,Retail,West
CUST04485,Retail,South
CUST04486,SME,North
CUST04487,Retail,East
CUST04488,Retail,North
CUST04489,Corporate,North
CUST04490,Corporate,North
CUST04491,Retail,North
CUST04492,SME,West
CUST04493,Retail,North
CUST04494,SME,West
CUST04495,SME,East
CUST04496,Corporate,West
CUST04497,Retail,West
CUST04498,Retail,North
CUST04499,Retail,East
CUST04500,SME,West
CUST04501,Retail,South
CUST04502,Retail,South
CUST04503,Retail,South
CUST04504,Retail,East
CUST04505,Corporate,East
CUST04506,Retail,West
CUST04507,Retail,South
CUST04508,Retail,South
CUST04509,Retail,North
CUST04510,SME,East
CUST04511,SME,South
CUST04512,Retail,East
CUST04513,Corporate,East
CUST04514,Retail,East
CUST04515,Corporate,South
CUST04516,Retail,West
CUST04517,SME,South
CUST04518,SME,North
CUST04519,Retail,West
CUST04520,SME,East
CUST04521,Corporate,West
CUST04522,SME,East
CUST04523,Corporate,West
CUST04524,Retail,East
CUST04525,Retail,North
CUST04526,Retail,West
CUST04527,SME,East
CUST04528,Retail,North
CUST04529,Retail,West
CUST04530,SME,North
CUST04531,SME,North
CUST04532,Retail,North
CUST04533,SME,North
CUST04534,Retail,North
CUST04535,Retail,North
CUST04536,Retail,South
CUST04537,Retail,East
CUST04538,Retail,South
CUST04539,SME,South
CUST04540,Retail,West
CUST04541,Retail,West
CUST04542,SME,North
CUST04543,Corporate,West
CUST04544,Retail,North
CUST04545,SME,South
CUST04546,SME,West
CUST04547,SME,West
CUST04548,Retail,South
CUST04549,Retail,South
CUST04550,Retail,North
CUST04551,Retail,West
CUST04552,Retail,South
CUST04553,SME,North
CUST04554,SME,South
CUST04555,Retail,South
CUST04556,Retail,West
CUST04557,SME,East
CUST04558,Retail,South
CUST04559,SME,West
CUST04560,Retail,South
CUST04561,Corporate,North
CUST04562,SME,East
CUST04563,Retail,East
CUST04564,Corporate,West
CUST04565,Corporate,South
CUST04566,Retail,East
CUST04567,Retail,West
CUST04568,SME,North
CUST04569,Corporate,West
CUST04570,SME,West
CUST04571,Retail,South
CUST04572,SME,North
CUST04573,Retail,East
CUST04574,Retail,South
CUST04575,Retail,East
CUST04576,Retail,North
CUST04577,Retail,West
CUST04578,SME,East
CUST04579,Corporate,South
CUST04580,Corporate,East
CUST04581,SME,North
CUST04582,Retail,South
CUST04583,Retail,North
CUST04584,SME,South
CUST04585,Retail,South
CUST04586,SME,North
CUST04587,SME,North
CUST04588,SME,North
CUST04589,Retail,East
CUST04590,Corporate,North
CUST04591,Retail,North
CUST04592,Corporate,East
CUST04593,SME,West
CUST04594,Corporate,South
CUST04595,Retail,East
CUST04596,Corporate,South
CUST04597,Retail,West
CUST04598,Corporate,South
CUST04599,Retail,North
CUST04600,Corporate,West
CUST04601,Retail,North
CUST04602,SME,East
CUST04603,SME,West
CUST04604,Retail,North
CUST04605,Corporate,South
CUST04606,SME,East
CUST04607,Retail,North
CUST04608,Corporate,West
CUST04609,Retail,South
CUST04610,SME,East
CUST04611,SME,South
CUST04612,Retail,North
CUST04613,Retail,South
CUST04614,SME,West
CUST04615,Retail,West
CUST04616,Retail,East
CUST04617,SME,West
CUST04618,Retail,South
CUST04619,SME,South
CUST04620,Corporate,North
CUST04621,Retail,North
CUST04622,SME,South
CUST04623,SME,South
CUST04624,Retail,West
CUST04625,SME,East
CUST04626,SME,East
CUST04627,SME,East
CUST04628,SME,East
CUST04629,Retail,South
CUST04630,Retail,West
CUST04631,Corporate,South
CUST04632,SME,East
CUST04633,Retail,East
CUST04634,SME,East
CUST04635,SME,North
CUST04636,Retail,North
CUST04637,SME,North
CUST04638,Retail,South
CUST04639,SME,West
CUST04640,SME,North
CUST04641,SME,North
CUST04642,Corporate,East
CUST04643,Retail,North
CUST04644,Retail,South
CUST04645,Corporate,North
CUST04646,SME,East
CUST04647,SME,West
CUST04648,Retail,North
CUST04649,Retail,East
CUST04650,Retail,East
CUST04651,SME,West
CUST04652,Retail,East
CUST04653,SME,East
CUST04654,Retail,North
CUST04655,SME,South
CUST04656,Corporate,East
CUST04657,Retail,East
CUST04658,Retail,West
CUST04659,SME,North
CUST04660,Retail,North
CUST04661,Corporate,West
CUST04662,Retail,West
CUST04663,SME,West
CUST04664,Corporate,South
CUST04665,SME,East
CUST04666,Retail,South
CUST04667,Retail,South
CUST04668,Retail,North
CUST04669,Retail,North
CUST04670,Retail,West
CUST04671,Retail,East
CUST04672,SME,West
CUST04673,Retail,East
CUST04674,Retail,East
CUST04675,Corporate,South
CUST04676,Retail,East
CUST04677,SME,South
CUST04678,SME,South
CUST04679,Retail,East
CUST04680,Retail,South
CUST04681,Retail,West
CUST04682,SME,East
CUST04683,SME,North
CUST04684,Retail,South
CUST04685,Corporate,West
CUST04686,Retail,South
CUST04687,Retail,East
CUST04688,SME,West
CUST04689,SME,East
CUST04690,Retail,North
CUST04691,Corporate,East
CUST04692,Corporate,South
CUST04693,SME,North
CUST04694,SME,North
CUST04695,SME,South
CUST04696,Retail,North
CUST04697,SME,North
CUST04698,Retail,South
CUST04699,Retail,West
CUST04700,SME,East
CUST04701,SME,West
CUST04702,Retail,South
CUST04703,SME,South
CUST04704,Retail,South
CUST04705,SME,South
CUST04706,Corporate,East
CUST04707,Corporate,West
CUST04708,SME,West
CUST04709,SME,East
CUST04710,Retail,North
CUST04711,Retail,South
CUST04712,Retail,South
CUST04713,SME,West
CUST04714,SME,North
CUST04715,Retail,East
CUST04716,Retail,West
CUST04717,SME,South
CUST04718,SME,South
CUST04719,Retail,South
CUST04720,Retail,South
CUST04721,Retail,West
CUST04722,Retail,West
CUST04723,Retail,East
CUST04724,Retail,West
CUST04725,Corporate,North
CUST04726,SME,West
CUST04727,Retail,North
CUST04728,Retail,South
CUST04729,Retail,West
CUST04730,Corporate,South
CUST04731,SME,West
CUST04732,Retail,East
CUST04733,Corporate,South
CUST04734,Retail,South
CUST04735,Retail,South
CUST04736,Retail,North
CUST04737,Corporate,East
CUST04738,Retail,South
CUST04739,Corporate,East
CUST04740,SME,North
CUST04741,Corporate,North
CUST04742,SME,South
CUST04743,Retail,West
CUST04744,Retail,South
CUST04745,Corporate,West
CUST04746,Retail,East
CUST04747,Corporate,South
CUST04748,Corporate,North
CUST04749,Retail,East
CUST04750,Corporate,West
CUST04751,Retail,East
CUST04752,Corporate,South
CUST04753,Retail,North
CUST04754,SME,East
CUST04755,Corporate,South
CUST04756,Retail,South
CUST04757,Retail,South
CUST04758,Retail,South
CUST04759,Retail,West
CUST04760,Retail,West
CUST04761,Retail,West
CUST04762,SME,South
CUST04763,Corporate,West
CUST04764,Retail,North
CUST04765,Retail,North
CUST04766,Retail,East
CUST04767,SME,West
CUST04768,Retail,North
CUST04769,SME,North
CUST04770,SME,West
CUST04771,Retail,North
CUST04772,Retail,East
CUST04773,Retail,West
CUST04774,Retail,North
CUST04775,Retail,South
CUST04776,Retail,South
CUST04777,SME,North
CUST04778,SME,West
CUST04779,Retail,East
CUST04780,SME,North
CUST04781,Retail,East
CUST04782,SME,South
CUST04783,Retail,West
CUST04784,Retail,East
CUST04785,Retail,North
CUST04786,Retail,South
CUST04787,SME,East
CUST04788,SME,West
CUST04789,Retail,North
CUST04790,Retail,East
CUST04791,Retail,North
CUST04792,SME,North
CUST04793,Retail,East
CUST04794,Retail,South
CUST04795,Retail,South
CUST04796,SME,South
CUST04797,Retail,North
CUST04798,Retail,East
CUST04799,Retail,East
CUST04800,Corporate,North
CUST04801,SME,West
CUST04802,Retail,South
CUST04803,Retail,East
CUST04804,Retail,East
CUST04805,Retail,South
CUST04806,Retail,South
CUST04807,SME,South
CUST04808,Corporate,South
CUST04809,SME,West
CUST04810,SME,West
CUST04811,SME,North
CUST04812,Retail,South
CUST04813,Retail,West
CUST04814,Retail,North
CUST04815,Retail,South
CUST04816,Retail,West
CUST04817,SME,South
CUST04818,Retail,North
CUST04819,SME,West
CUST04820,Corporate,North
CUST04821,Retail,South
CUST04822,Retail,North
CUST04823,Retail,East
CUST04824,Corporate,South
CUST04825,SME,South
CUST04826,Corporate,North
CUST04827,SME,South
CUST04828,Retail,West
CUST04829,Corporate,East
CUST04830,Retail,South
CUST04831,SME,East
CUST04832,SME,South
CUST04833,SME,West
CUST04834,SME,West
CUST04835,Corporate,West
CUST04836,SME,East
CUST04837,Retail,West
CUST04838,Retail,South
CUST04839,Corporate,North
CUST04840,SME,South
CUST04841,SME,North
CUST04842,Retail,South
CUST04843,Retail,West
CUST04844,SME,East
CUST04845,SME,East
CUST04846,Retail,North
CUST04847,Corporate,North
CUST04848,SME,East
CUST04849,Corporate,South
CUST04850,Retail,West
CUST04851,SME,East
CUST04852,SME,West
CUST04853,SME,East
CUST04854,SME,South
CUST04855,SME,West
CUST04856,SME,South
CUST04857,Retail,West
CUST04858,SME,East
CUST04859,Retail,West
CUST04860,SME,South
CUST04861,SME,North
CUST04862,Retail,North
CUST04863,SME,East
CUST04864,Retail,West
CUST04865,SME,North
CUST04866,Retail,South
CUST04867,Retail,East
CUST04868,SME,West
CUST04869,Retail,West
CUST04870,Corporate,South
CUST04871,Retail,East
CUST04872,SME,South
CUST04873,SME,West
CUST04874,Retail,East
CUST04875,Corporate,West
CUST04876,SME,North
CUST04877,SME,South
CUST04878,Retail,South
CUST04879,Retail,West
CUST04880,SME,East
CUST04881,Retail,South
CUST04882,Corporate,South
CUST04883,Retail,South
CUST04884,Corporate,East
CUST04885,Corporate,West
CUST04886,Retail,West
CUST04887,Retail,East
CUST04888,Retail,West
CUST04889,Retail,East
CUST04890,Retail,North
CUST04891,Retail,North
CUST04892,Retail,South
CUST04893,Retail,South
CUST04894,Retail,East
CUST04895,Corporate,North
CUST04896,Retail,South
CUST04897,Corporate,South
CUST04898,Corporate,North
CUST04899,Retail,North
CUST04900,Retail,West
CUST04901,Retail,South
CUST04902,Retail,West
CUST04903,Retail,West
CUST04904,Retail,North
CUST04905,SME,South
CUST04906,SME,East
CUST04907,Retail,East
CUST04908,SME,West
CUST04909,Retail,East
CUST04910,Retail,East
CUST04911,Retail,North
CUST04912,Retail,North
CUST04913,SME,South
CUST04914,Retail,West
CUST04915,SME,North
CUST04916,Corporate,West
CUST04917,Retail,North
CUST04918,SME,West
CUST04919,SME,West
CUST04920,Retail,East
CUST04921,Retail,West
CUST04922,Corporate,North
CUST04923,SME,West
CUST04924,SME,North
CUST04925,Corporate,North
CUST04926,Retail,East
CUST04927,Retail,West
CUST04928,Retail,North
CUST04929,Retail,North
CUST04930,Corporate,West
CUST04931,SME,West
CUST04932,SME,North
CUST04933,Corporate,West
CUST04934,SME,South
CUST04935,Retail,West
CUST04936,Retail,South
CUST04937,SME,North
CUST04938,Corporate,East
CUST04939,Retail,North
CUST04940,SME,West
CUST04941,Retail,North
CUST04942,Retail,West
CUST04943,Retail,South
CUST04944,SME,West
CUST04945,Retail,East
CUST04946,Corporate,East
CUST04947,Corporate,West
CUST04948,Retail,East
CUST04949,SME,East
CUST04950,SME,East
CUST04951,Retail,North
CUST04952,SME,West
CUST04953,Corporate,North
CUST04954,SME,East
CUST04955,SME,South
CUST04956,Retail,North
CUST04957,SME,South
CUST04958,Corporate,West
CUST04959,Retail,North
CUST04960,SME,South
CUST04961,SME,East
CUST04962,Retail,North
CUST04963,Retail,West
CUST04964,Retail,East
CUST04965,Retail,South
CUST04966,Retail,East
CUST04967,Retail,West
CUST04968,Retail,West
CUST04969,SME,North
CUST04970,SME,East
CUST04971,Corporate,North
CUST04972,SME,South
CUST04973,SME,South
CUST04974,Retail,North
CUST04975,SME,West
CUST04976,SME,East
CUST04977,SME,East
CUST04978,Retail,East
CUST04979,Corporate,North
CUST04980,SME,West
CUST04981,Retail,West
CUST04982,SME,North
CUST04983,Retail,North
CUST04984,Corporate,North
CUST04985,SME,South
CUST04986,Retail,West
CUST04987,Corporate,North
CUST04988,Retail,West
CUST04989,SME,West
CUST04990,Retail,West
CUST04991,SME,North
CUST04992,SME,North
CUST04993,Corporate,West
CUST04994,Retail,West
CUST04995,SME,North
CUST04996,Retail,East
CUST04997,SME,West
CUST04998,SME,South
CUST04999,Corporate,North
CUST05000,SME,North
CUST05001,SME,North
CUST05002,Retail,West
CUST05003,SME,South
CUST05004,Corporate,West
CUST05005,SME,South
CUST05006,Corporate,South
CUST05007,Retail,North
CUST05008,Corporate,East
CUST05009,Corporate,East
